,conv01-DRTAG-llm-selection.json,conv02-DRTAG-llm-selection.json,conv03-DRTAG-llm-selection.json,conv04-DRTAG-llm-selection.json,conv05-DRTAG-llm-selection.json,conv06-DRTAG-llm-selection.json,conv07-DRTAG-llm-selection.json,conv08-DRTAG-llm-selection.json,conv09-DRTAG-llm-selection.json,conv10-DRTAG-llm-selection.json,conv01-IAAG-llm-selection.json,conv02-IAAG-llm-selection.json,conv03-IAAG-llm-selection.json,conv04-IAAG-llm-selection.json,conv05-IAAG-llm-selection.json,conv06-IAAG-llm-selection.json,conv07-IAAG-llm-selection.json,conv08-IAAG-llm-selection.json,conv09-IAAG-llm-selection.json,conv10-IAAG-llm-selection.json,conv01-DRTAG-random-selection.json,conv02-DRTAG-random-selection.json,conv03-DRTAG-random-selection.json,conv04-DRTAG-random-selection.json,conv05-DRTAG-random-selection.json,conv06-DRTAG-random-selection.json,conv07-DRTAG-random-selection.json,conv08-DRTAG-random-selection.json,conv09-DRTAG-random-selection.json,conv10-DRTAG-random-selection.json,conv01-IAAG-random-selection.json,conv02-IAAG-random-selection.json,conv03-IAAG-random-selection.json,conv04-IAAG-random-selection.json,conv05-IAAG-random-selection.json,conv06-IAAG-random-selection.json,conv07-IAAG-random-selection.json,conv08-IAAG-random-selection.json,conv09-IAAG-random-selection.json,conv10-IAAG-random-selection.json,conv01-DRTAG-round-robin-selection.json,conv02-DRTAG-round-robin-selection.json,conv03-DRTAG-round-robin-selection.json,conv04-DRTAG-round-robin-selection.json,conv05-DRTAG-round-robin-selection.json,conv06-DRTAG-round-robin-selection.json,conv07-DRTAG-round-robin-selection.json,conv08-DRTAG-round-robin-selection.json,conv09-DRTAG-round-robin-selection.json,conv10-DRTAG-round-robin-selection.json,conv01-IAAG-round-robin-selection.json,conv02-IAAG-round-robin-selection.json,conv03-IAAG-round-robin-selection.json,conv04-IAAG-round-robin-selection.json,conv05-IAAG-round-robin-selection.json,conv06-IAAG-round-robin-selection.json,conv07-IAAG-round-robin-selection.json,conv08-IAAG-round-robin-selection.json,conv09-IAAG-round-robin-selection.json,conv10-IAAG-round-robin-selection.json,conv01-autogen-round-robin-selection.json,conv02-autogen-round-robin-selection.json,conv03-autogen-round-robin-selection.json,conv04-autogen-round-robin-selection.json,conv05-autogen-round-robin-selection.json,conv06-autogen-round-robin-selection.json,conv07-autogen-round-robin-selection.json,conv08-autogen-round-robin-selection.json,conv09-autogen-round-robin-selection.json,conv10-autogen-round-robin-selection.json,conv01-autogen-random-selection.json,conv02-autogen-random-selection.json,conv03-autogen-random-selection.json,conv04-autogen-random-selection.json,conv05-autogen-random-selection.json,conv06-autogen-random-selection.json,conv07-autogen-random-selection.json,conv08-autogen-random-selection.json,conv09-autogen-random-selection.json,conv10-autogen-random-selection.json,conv01-autogen-llm-selection.json,conv02-autogen-llm-selection.json,conv03-autogen-llm-selection.json,conv04-autogen-llm-selection.json,conv05-autogen-llm-selection.json,conv06-autogen-llm-selection.json,conv07-autogen-llm-selection.json,conv08-autogen-llm-selection.json,conv09-autogen-llm-selection.json,conv10-autogen-llm-selection.json
anesthesia,0.12604646835742728,0.0,0.23792177961934016,0.5378355780886385,0.40813328269155746,0.41542198749394155,0.06954832349492938,0.5431404254656367,0.1219783980661857,0.15698595367243476,0.04435908005364313,0.0,0.0,0.7208841752597747,0.0,0.0,0.0,0.0,0.5366344976982049,0.07258588257237766,0.4832021073631426,0.0,0.0,0.41035039177520927,0.3376113549149506,0.0,0.2024344695315279,0.1520117711872371,0.0,0.022545074989869417,0.0,0.6639088942794088,0.0,0.023807267827763937,0.41519290806528164,0.0,0.05577484164398957,0.11069694216071464,0.0,0.0,0.20830930735741732,0.346226781204119,0.1515565215564615,0.1425515792793229,0.5384462821559676,0.20677332235027182,0.20954318399722388,0.34327554185356013,0.2525028160357179,0.1957730595436126,0.20409868494593328,0.0,0.0,0.20574430272399502,0.14803441132584988,0.4166426242912523,0.4912080935997557,0.0,0.0,0.33987563571415924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pelvic exam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036179114144227295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07780619514113878,0.0,0.0,0.0,0.0,0.06234908199371257,0.0,0.1530049988906752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19202854859013432,0.0,0.025402067402953938,0.0,0.0,0.05446074600971612,0.042925775457445636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neurological examination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09634808851231613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1278471297189428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hormone level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16982638653634932,0.0873267663563232,0.0,0.0,0.0,0.0,0.02332609336107288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2155256681817622,0.0,0.0,0.0,0.0618999357861057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mri,0.0,0.0,0.18656537355766759,0.03075198661819465,0.0,0.0,0.0,0.0,0.0,0.16156859564263545,0.0,0.0,0.0,0.0,0.0,0.1125923065896201,0.11158429171728589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05791111795945977,0.0,0.0,0.0,0.0,0.015468798405457626,0.027662843006459527,0.0,0.24263382453488344,0.0,0.0,0.0,0.0,0.06076178262983425,0.0,0.0,0.0,0.0,0.07562699186706859,0.02445214357506367,0.0,0.0,0.19169781852265758,0.0,0.0,0.0,0.0,0.0,0.0,0.1008334618327008,0.0,0.03573375096988053,0.0,0.0,0.0,0.0,0.0,0.11726661626883535,0.0,0.0,0.0,0.31500815310917224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2893695450225062,0.23758415351779727,0.0,0.14870677749228275,0.0,0.0
probiotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urine,0.0,0.2527728242586213,0.12161195334469688,0.0,0.0,0.0,0.08294792291146484,0.0,0.0,0.11701988388290635,0.10581113584948892,0.0,0.0,0.0,0.1796530067046527,0.19571435041549545,0.19396216163880475,0.0,0.0,0.0,0.0,0.0,0.5757236505967492,0.0,0.0,0.0,0.04828734304299567,0.04532481893324674,0.12630734174627772,0.013444372547881943,0.0,0.09897769819523272,0.24602661553309366,0.08518235885242881,0.0,0.03133169564736835,0.0,0.0,0.0,0.0,0.06211085868117097,0.0,0.08216196134679896,0.23377258602815254,0.24973922943780416,0.05284532519641836,0.16661002498588234,0.0,0.0,0.0,0.0,0.458805693759389,0.0,0.14021956618874007,0.029425935622531384,0.0,0.0,0.20848380526910168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10141557594358593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diet,0.0,0.0,0.07326295772581651,0.0644058491707132,0.09774797993095351,0.14924043866984507,0.0,0.3121973041236776,0.3213522827716451,0.12689378491477799,0.0,0.0,0.10243244732183425,0.09417374383788461,0.3788006520522238,0.05895231425230348,0.1752735803232381,0.30414027899801566,0.3084576945962257,0.15645896388424776,0.24035602342456328,0.14993978376646674,0.17341723537598985,0.2653532402638718,0.24257390424315367,0.30377036115984324,0.20362895524066352,0.15472907455739088,0.05072774062260838,0.16198646112258247,0.014484014613652833,0.16894416794167721,0.2964287150645089,0.06842212884454597,0.176277803987593,0.09437611314346157,0.3506496682285069,0.30223604276277033,0.26571821096233667,0.17974542313028502,0.07483516362861253,0.31095511468868,0.25738446183450425,0.12802921405932813,0.12895796205342597,0.10611908669039435,0.1672854090617265,0.21581317187815466,0.18142338231960484,0.21099454168722262,0.10998374492773016,0.3015265393225469,0.3096878224616567,0.1583864682009376,0.2481798396925571,0.13096908361489332,0.1323499602342455,0.1883960391046578,0.15848981693314063,0.12210039548740381,0.0,0.3683984433562704,0.0,0.3518301075926185,0.16379354968938226,0.16493542229146999,0.08268403688612601,0.1356530010253298,0.07553520465032862,0.07430827663403393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08482513339703525,0.0,0.0,0.21833264086230728,0.0,0.0,0.0,0.07786152485644714,0.0,0.10542788425641454
dietary,0.0,0.0,0.07410346997232764,0.048858560910745204,0.049434698792652186,0.15095260564030982,0.0,0.2763066252850858,0.3250390098367019,0.22817702932614845,0.06447534236980829,0.0,0.05180380385892332,0.07144061694304107,0.21894083306173853,0.05962864706259861,0.35456882712909,0.3845369258167911,0.1169986829912862,0.26375657612879144,0.07203363485256074,0.15165997400184592,0.03508135432495745,0.059643892455156264,0.27602644857007846,0.17923230436877283,0.27952405976355804,0.16571034013248997,0.32068572924496874,0.2703440146296491,0.20510256280203462,0.050259525512755136,0.02855519099911543,0.12111243285027458,0.41146190359734724,0.2672847713750962,0.33440551012015973,0.5470482932469434,0.3839523912682455,0.2908920956305812,0.22708113921285084,0.0,0.050064868362675305,0.3625944963124556,0.06521871874517005,0.34347693505828164,0.15228413791655224,0.12473662698496392,0.3486590618849238,0.07113839503431396,0.1483273838547057,0.0762464536859483,0.22374337752421267,0.18156403848058153,0.17930506638860663,0.09462259408948957,0.3123594845175449,0.1905574202852303,0.16030809776993343,0.08233413147630166,0.0,0.31052075783498523,0.0,0.0,0.05522422593826477,0.08341382529825314,0.5017957970667162,0.13720928556771048,0.0,0.0,0.0,0.2168852606128347,0.0,0.0935411559253196,0.05295493171328896,0.0,0.0,0.0,0.0,0.11042768997747111,0.0,0.0,0.0,0.1104187354588452,0.0,0.0,0.0,0.0,0.0,0.10663740992384538
hydrated,0.0,0.14163527748450377,0.0,0.03294737913287842,0.0,0.15269052044572323,0.0,0.079853639659041,0.05977839608737006,0.07212625863135687,0.2608705836007989,0.0,0.1572006605398057,0.048175407708159854,0.0,0.18094545201473292,0.11955032402062596,0.0,0.039448562285771246,0.05335864022917244,0.13661804414430057,0.10738422290910132,0.24839671756362985,0.030165285792041474,0.0,0.10359760163952961,0.01488116923968724,0.06518484018918135,0.12975111145707832,0.0,0.1630073540479261,0.10167632516637273,0.20218762502383478,0.01750097117844545,0.055493207674793564,0.057934717809555614,0.04100066849987215,0.0,0.019418641433994938,0.0,0.07656517351421135,0.19088619165256196,0.03038475860917041,0.02619778861709508,0.021989860251748754,0.021714461201533745,0.0,0.0,0.037123491346318545,0.07195741017776948,0.15003507452593248,0.2056647408602587,0.18105546500792868,0.0432127958109479,0.07254776103876762,0.0,0.04513652485714425,0.06425043488478978,0.3243074443972186,0.04164102147239126,0.0,0.0,0.08708218720700209,0.059993929611838734,0.1675800645631416,0.16874833452702986,0.0845954939373073,0.13878897376068225,0.07728139780899282,0.0,0.0,0.14625483797605407,0.0,0.18923618735492115,0.16069380284968027,0.0,0.0,0.06764708767150275,0.0,0.0,0.0867860874754199,0.2500336119654479,0.0,0.11168998449979392,0.15501385695394718,0.12727267475596998,0.16682864786761523,0.1593229939417314,0.0,0.10786512462761927
hydration,0.0,0.1483375603913451,0.2224269320652724,0.05175970911337342,0.10474011440038884,0.07995797268897742,0.0,0.20908092789043484,0.18782145798411368,0.13597078484957428,0.20491137502859808,0.0,0.0,0.050455102550765976,0.23194121196113623,0.12633861371489333,0.06260376554546843,0.08147403055930241,0.04131529654437653,0.11176721870384172,0.12400518690844677,0.20886491107797284,0.03716443262584189,0.1895563724957733,0.22743504455599353,0.18987485028047657,0.10909749788284298,0.2340666294014002,0.31254936234048675,0.19960977764931606,0.01552008899501053,0.17038035486758743,0.09075226647533022,0.018329129685744246,0.11623837211982406,0.3236065610945265,0.24690988484148432,0.10227021210621481,0.10168772736538945,0.1540824163929396,0.04009414621749429,0.0,0.2333656393018859,0.2057811507200181,0.11515218104641708,0.05685501269626218,0.0896258566929863,0.0991074758677326,0.21384110869331477,0.13188435125762105,0.157134841852839,0.02692461798673957,0.28443470918890734,0.2828603518722,0.13296635296008325,0.08019291365657356,0.0,0.13458162308377505,0.0,0.08722300894413751,0.0,0.06579180311333474,0.0456014893790934,0.18849865616037445,0.05850335780043751,0.0,0.08859861337959345,0.0,0.0,0.0,0.0,0.0,0.0,0.049547744863668794,0.0,0.0,0.0,0.0,0.0,0.029246180222833082,0.0,0.1309326908998667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rest,0.0,0.028004638564938494,0.012350578328721273,0.0162861869702484,0.0,0.07547630282015491,0.05054378904115121,0.11841712512217961,0.059098001788491256,0.0,0.06447534236980829,0.0,0.0,0.16669477286709586,0.05473520826543463,0.0,0.059094804521515,0.15381477032671645,0.0389995609970954,0.10550263045151657,0.0,0.09099598440110754,0.1403254172998298,0.08946583868273439,0.06133921079335077,0.07681384472947407,0.0441353778574039,0.2393593801913744,0.0,0.016384485735130246,0.0,0.010051905102551027,0.007138797749778858,0.0,0.027430793573156483,0.03818353876787089,0.0,0.048268967051200894,0.0,0.0727230239076453,0.11354056960642542,0.0,0.0,0.05179921375892223,0.0,0.20393943019085473,0.033840919537011606,0.0,0.01835047694131178,0.05335379627573547,0.22249107578205854,0.025415484561982768,0.1342460265145276,0.10680237557681266,0.053791519916581994,0.03784903763579583,0.04462278350250642,0.254076560380307,0.32061619553986687,0.04116706573815083,0.0,0.06210415156699704,0.0,0.17793324636798807,0.05522422593826477,0.2502414758947594,0.16726526568890537,0.13720928556771048,0.07640178534160959,0.0751607813440101,0.1049940395160288,0.28918034748377963,0.4174779237273784,0.1870823118506392,0.10590986342657792,0.0,0.022984668993136288,0.20063139711980404,0.0,0.2760692249436778,0.0,0.1235938718188437,0.07070428570612072,0.1104187354588452,0.15324949806475033,0.1258240644222224,0.1649298137012906,0.0,0.0,0.0
symptom diary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5025439091350822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3440999970022408,0.0,0.0,0.2421710216130014,0.0,0.0,0.0,0.0,0.09601427429506716,0.0,0.0,0.0,0.05515145795443697,0.0,0.042925775457445636,0.0,0.0,0.0,0.0,0.12895386985647964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5502195640348287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.08094232114576116,0.21033557819542675,0.09821857883066745,0.04317223307857704,0.13104395414005734,0.1333842207597387,0.0446613285468077,0.10463533167931335,0.052219972511097695,0.10081049983483374,0.19940017877182015,0.03440616867788943,0.0,0.0,0.04836493594554704,0.2634442972900336,0.10443429470615904,0.0,0.06892131515721733,0.0466119352202834,0.15912527996029907,0.0,0.2169892571901943,0.052702330539197095,0.027100170941016334,0.11312330758099073,0.09099708417160943,0.1382897103671085,0.022669057442324208,0.0217164041626766,0.18123201914355905,0.01776405943530897,0.17031491583976088,0.06115254297022015,0.024238303208193736,0.25304705123163973,0.0,0.014217086061972703,0.20356001263145118,0.12851853512653558,0.1337684353516566,0.1111669358082243,0.01769525852347688,0.06865596390893934,0.01920944643932683,0.13278208330749702,0.08970718981147452,0.055109674059659566,0.11350349600808524,0.03142953163180309,0.16383066417492975,0.17966034248439527,0.19770335155612412,0.10380958141989018,0.04753107730151883,0.05016605414138535,0.03942943005432261,0.056126563493038746,0.2833017768963725,0.18187950321083687,0.08104586618978077,0.10975251242031629,0.22821435768414786,0.10481650764212665,0.048797040054989256,0.14741167323083829,0.14779835716944772,0.0,0.06750988205348414,0.13282662076270624,0.1855489421445666,0.06388113531485516,0.0,0.165309027149806,0.2339592705936058,0.2231590632424482,0.0,0.17728122314449518,0.035802538508127146,0.0,0.0,0.27302397685199803,0.06247547707627292,0.3902712887659053,0.13541379292183148,0.0,0.14573471313913497,0.20876711927490496,0.0,0.0
nausea,0.08369292868349949,0.14072446771508884,0.20311254723389421,0.04463932554696678,0.18066284160540075,0.13791692550360685,0.046179023928004354,0.10819108258881073,0.05399452812028084,0.03908860278743,0.058907502475477935,0.035575369975436553,0.0,0.043514188677835956,0.050008488483835226,0.21791739572641664,0.05399160695685005,0.0,0.14252684214080155,0.0,0.1233995441347369,0.0,0.1282074598309229,0.13623319447833218,0.0,0.11696749957007184,0.08064803643783752,0.0,0.22267434290706054,0.007484792624021608,0.0,0.09183861658547321,0.1761026111352108,0.06323064801174531,0.012530988443976869,0.22676001928509146,0.01851682123614548,0.029400431147239666,0.22801724108872867,0.0996644194526189,0.13831419659721236,0.057472322876721174,0.045741460977333025,0.07098905257214366,0.039724455838150284,0.10787411330627401,0.04637782394310584,0.08547364263016682,0.050297403291620794,0.04874636986279531,0.06775920383242334,0.06966210638308501,0.20442176932977707,0.09757933765736937,0.06552839118911677,0.13832216759311983,0.040769333407487396,0.05803387411158759,0.4393935411179853,0.15044815197531108,0.0,0.056741078491479954,0.11798480505528638,0.1083784153304502,0.050455276491684305,0.07621053164886887,0.07641044382607724,0.0,0.06980402420087502,0.1373403769672544,0.19185432493638374,0.06605196424376493,0.0,0.042731652688440126,0.1935277987728883,0.020976593186864363,0.0,0.0,0.03701919168654639,0.025222896000298246,0.0,0.05646039278367376,0.06459853848268274,0.10088340275998145,0.14001546722832664,0.0,0.150687116218221,0.07195383649990314,0.0,0.0
vomiting,0.10171988793484008,0.1865843797081122,0.19200360847484974,0.018084790290530756,0.0,0.16762341128720049,0.05612571112979828,0.04383159951342693,0.0,0.0475080554308618,0.035797914140315516,0.0,0.0,0.0,0.0,0.2648555071620232,0.0,0.0,0.12991970742022166,0.0,0.0,0.0,0.15582258443517868,0.03311540292190379,0.0,0.028432320712017095,0.016336524000422306,0.0,0.14244056446498551,0.0,0.22775354618617866,0.01116201085816091,0.0,0.0384250768313125,0.015230088853198506,0.021200213789414817,0.0,0.017866554609665696,0.021317753782143043,0.08075436190592625,0.042026563053109284,0.0,0.03335633983262079,0.04313983621929688,0.02414043372415649,0.09535240433366664,0.03757822099080603,0.034628052359527,0.0,0.03949736541004724,0.04117706674152373,0.22577842647899793,0.14907180184578425,0.13045708152572386,0.0796428170594234,0.10507246257092023,0.0,0.07053402556121989,0.3560241983392788,0.045713447359470916,0.0,0.0,0.09559868706569172,0.0,0.06132304307170648,0.09262582706471709,0.09286879913634032,0.0,0.08483939600160945,0.08346133881196177,0.11658930293946633,0.08027916463719688,0.0,0.051935796621197745,0.0,0.0,0.0,0.22278859681742386,0.0,0.0,0.0,0.34310812855116635,0.07851267960836028,0.3678392637699806,0.17017396642277632,0.0,0.18314422515798084,0.2623567952651283,0.0,0.0
bowel,0.09160344614927249,0.14002319282469247,0.07410346997232764,0.0651447478809936,0.049434698792652186,0.0,0.0,0.0,0.11819600357698251,0.1853938363274956,0.06447534236980829,0.0,0.10360760771784663,0.0,0.05473520826543463,0.11925729412519721,0.11818960904303,0.0,0.194997804985477,0.15825394567727488,0.18008408713140187,0.09099598440110754,0.17540677162478724,0.08946583868273439,0.0,0.12802307454912346,0.11769434095307707,0.03682452002944222,0.20523886671678002,0.04096121433782562,0.20510256280203462,0.0,0.10708196624668287,0.017301776121467796,0.2605925389449866,0.11455061630361266,0.07093450214670056,0.12871724546986904,0.21117381519753503,0.21816907172293593,0.07569371307095028,0.12580902392890655,0.07009081570774543,0.03884941031919167,0.04347914583011337,0.010733654220571301,0.18612505745356386,0.18710494047744586,0.03670095388262356,0.07113839503431396,0.18540922981838212,0.1524929073718966,0.22374337752421267,0.05340118778840633,0.053791519916581994,0.05677355645369374,0.0,0.0,0.0,0.04116706573815083,0.09172062938209322,0.06210415156699704,0.0,0.0,0.0,0.4170691264912657,0.16726526568890537,0.13720928556771048,0.15280357068321918,0.0751607813440101,0.2099880790320576,0.07229508687094491,0.0,0.0,0.05295493171328896,0.0,0.0,0.0,0.0,0.0,0.08579829317170573,0.06179693590942185,0.0,0.1104187354588452,0.30649899612950066,0.1258240644222224,0.1649298137012906,0.15750958870081763,0.0,0.0
dizziness,0.0,0.07104539966715268,0.03133237272281877,0.0,0.0,0.0,0.0,0.0,0.0,0.036179114144227295,0.0,0.0,0.0,0.0,0.0,0.0,0.1499185213816565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13016841191607734,0.0,0.48316158071992454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5802924143541583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1834065213449429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abdominal rigidity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11890657109629359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress,0.0,0.0,0.2449435306655701,0.12112376536334042,0.1225520511811015,0.0,0.0,0.0,0.18313506294086399,0.19444792843649633,0.039959712767574575,0.0,0.0,0.05903541680804429,0.20353857336794892,0.0,0.0,0.0,0.0,0.26154834726649345,0.2008984308778562,0.24438414468897043,0.086969113512098,0.25875736464098864,0.0760320815555615,0.12695123682507953,0.018235777763997676,0.42221875833858624,0.06360017536398106,0.35540993178872055,0.12711587401047403,0.09967748311868034,0.07963908911276935,0.0,0.30601278960091877,0.14198946625476033,0.12560825478434023,0.259267929358963,0.09518446406071016,0.045071356585765825,0.0,0.0,0.0744685711834821,0.14446557897812642,0.26946955454468324,0.013304737092837528,0.33557595813504354,0.0,0.3639368531390395,0.22044627665665328,0.13789270680574073,0.0,0.0,0.17210082869836088,0.06667645664815955,0.11728799079349644,0.0,0.31493671846012955,0.0,0.05102800735652018,0.0,0.0,0.0,0.29407258259591007,0.0,0.10339433269372346,0.10366555224452047,0.0,0.18940533140062712,0.0,0.0,0.0,0.0,0.0,0.06563947652274699,0.0,0.0,0.0,0.0,0.0,0.0,0.07659944772974316,0.0,0.13686785648339242,0.0,0.0,0.0,0.0,0.0,0.0
breathing,0.0,0.0,0.03493458170784653,0.06910014020537551,0.13982993170114116,0.0,0.0,0.0,0.12537250790815382,0.14118489545287086,0.04559339360897468,0.0,0.0,0.06735846704041301,0.0,0.0,0.08357715007827608,0.0,0.0,0.07460562100420369,0.2037527988967063,0.21449107938761264,0.0,0.12653057890636435,0.0,0.10863699915797717,0.0,0.3645636741481164,0.0,0.08110341036150309,0.04143919445938467,0.09951411324422653,0.0,0.0,0.03879507800715771,0.08100385582018854,0.042995103349936364,0.09102171188654058,0.0,0.0,0.0,0.17793035714805486,0.014161241586891297,0.03662953704068839,0.09223813647599853,0.015180492379061866,0.047860850608312924,0.13231025821379186,0.07785864989739917,0.15091540702057618,0.05244445819526077,0.0,0.0,0.1359445118757414,0.05071784758303029,0.02676474458641741,0.0,0.08983444056636969,0.0,0.05822214083519033,0.0,0.0,0.0,0.0,0.0,0.1179712810965819,0.0,0.19405362527006104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepbreathing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
