,conv01-DRTAG-llm-selection.json,conv02-DRTAG-llm-selection.json,conv03-DRTAG-llm-selection.json,conv04-DRTAG-llm-selection.json,conv05-DRTAG-llm-selection.json,conv06-DRTAG-llm-selection.json,conv07-DRTAG-llm-selection.json,conv08-DRTAG-llm-selection.json,conv09-DRTAG-llm-selection.json,conv10-DRTAG-llm-selection.json,conv01-IAAG-llm-selection.json,conv02-IAAG-llm-selection.json,conv03-IAAG-llm-selection.json,conv04-IAAG-llm-selection.json,conv05-IAAG-llm-selection.json,conv06-IAAG-llm-selection.json,conv07-IAAG-llm-selection.json,conv08-IAAG-llm-selection.json,conv09-IAAG-llm-selection.json,conv10-IAAG-llm-selection.json,conv01-DRTAG-random-selection.json,conv02-DRTAG-random-selection.json,conv03-DRTAG-random-selection.json,conv04-DRTAG-random-selection.json,conv05-DRTAG-random-selection.json,conv06-DRTAG-random-selection.json,conv07-DRTAG-random-selection.json,conv08-DRTAG-random-selection.json,conv09-DRTAG-random-selection.json,conv10-DRTAG-random-selection.json,conv01-IAAG-random-selection.json,conv02-IAAG-random-selection.json,conv03-IAAG-random-selection.json,conv04-IAAG-random-selection.json,conv05-IAAG-random-selection.json,conv06-IAAG-random-selection.json,conv07-IAAG-random-selection.json,conv08-IAAG-random-selection.json,conv09-IAAG-random-selection.json,conv10-IAAG-random-selection.json,conv01-DRTAG-round-robin-selection.json,conv02-DRTAG-round-robin-selection.json,conv03-DRTAG-round-robin-selection.json,conv04-DRTAG-round-robin-selection.json,conv05-DRTAG-round-robin-selection.json,conv06-DRTAG-round-robin-selection.json,conv07-DRTAG-round-robin-selection.json,conv08-DRTAG-round-robin-selection.json,conv09-DRTAG-round-robin-selection.json,conv10-DRTAG-round-robin-selection.json,conv01-IAAG-round-robin-selection.json,conv02-IAAG-round-robin-selection.json,conv03-IAAG-round-robin-selection.json,conv04-IAAG-round-robin-selection.json,conv05-IAAG-round-robin-selection.json,conv06-IAAG-round-robin-selection.json,conv07-IAAG-round-robin-selection.json,conv08-IAAG-round-robin-selection.json,conv09-IAAG-round-robin-selection.json,conv10-IAAG-round-robin-selection.json,conv01-autogen-llm-selection.json,conv02-autogen-llm-selection.json,conv03-autogen-llm-selection.json,conv04-autogen-llm-selection.json,conv05-autogen-llm-selection.json,conv06-autogen-llm-selection.json,conv07-autogen-llm-selection.json,conv08-autogen-llm-selection.json,conv09-autogen-llm-selection.json,conv10-autogen-llm-selection.json,conv01-autogen-random-selection.json,conv02-autogen-random-selection.json,conv03-autogen-random-selection.json,conv04-autogen-random-selection.json,conv05-autogen-random-selection.json,conv06-autogen-random-selection.json,conv07-autogen-random-selection.json,conv08-autogen-random-selection.json,conv09-autogen-random-selection.json,conv10-autogen-random-selection.json,conv01-autogen-round-robin-selection.json,conv02-autogen-round-robin-selection.json,conv03-autogen-round-robin-selection.json,conv04-autogen-round-robin-selection.json,conv05-autogen-round-robin-selection.json,conv06-autogen-round-robin-selection.json,conv07-autogen-round-robin-selection.json,conv08-autogen-round-robin-selection.json,conv09-autogen-round-robin-selection.json,conv10-autogen-round-robin-selection.json
hormone level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14985103303792938,0.08051170193037414,0.0,0.0,0.0,0.0,0.02160615948741259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19886915613127548,0.0,0.0,0.0,0.05917148594512967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mri,0.0,0.0,0.1971844513081422,0.031840976222054077,0.0,0.0,0.0,0.0,0.0,0.1671573961780574,0.0,0.0,0.0,0.0,0.0,0.11908361293561397,0.11415095083596391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05927854560994372,0.0,0.0,0.0,0.0,0.015908019330381502,0.029145020544813556,0.0,0.2512335861220347,0.0,0.0,0.0,0.0,0.06053985339155607,0.0,0.0,0.0,0.0,0.07801536672240028,0.024898828506543253,0.0,0.0,0.20422279979854427,0.0,0.0,0.0,0.0,0.0,0.0,0.10481246262302962,0.0,0.036678820310170994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probiotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urine,0.0,0.23899861474498957,0.11766464784365399,0.0,0.0,0.0,0.07875992751427491,0.0,0.0,0.11082976722933664,0.10087592799796263,0.0,0.0,0.0,0.17386154738436124,0.1894933910804482,0.18164422657095292,0.0,0.0,0.0,0.0,0.0,0.5615459075113497,0.0,0.0,0.0,0.04346656018496635,0.04465210566917621,0.11856983917133034,0.012656924214741324,0.0,0.09422984241908336,0.23320430151120264,0.0799306154127624,0.0,0.029703794264608913,0.0,0.0,0.0,0.0,0.05824894144814399,0.0,0.07758937203961394,0.2179132654971204,0.2426392851548728,0.048913049810178626,0.16248613018943797,0.0,0.0,0.0,0.0,0.45878333469542626,0.0,0.13342738588671596,0.02783265591909262,0.0,0.0,0.1916166034875237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diet,0.0,0.0,0.06741159880498601,0.058055993777073274,0.0885145885881435,0.13495190642921212,0.0,0.28364659365453426,0.2751392209981814,0.11429245311875168,0.0,0.0,0.08427895206535939,0.08372315867182452,0.3486263532111745,0.0542816074743406,0.15609949060205505,0.26693702429992167,0.2832392622555856,0.13823960726203496,0.2213148614403849,0.13456995049466386,0.1608584571554408,0.2263140336595311,0.21616641720056132,0.25873797224862355,0.17431788215272623,0.14496335730863202,0.045286796417164876,0.1450263121346301,0.013285107212027041,0.15295890430048875,0.2672115219170827,0.06105771135382841,0.15734817315411623,0.08508843984355896,0.2997111616213296,0.2621595409709971,0.2406676672662723,0.15693569457338777,0.06674314407390936,0.26897052236262026,0.23115016548860734,0.11349575329847081,0.11915244440106518,0.09340972984265504,0.1551506763846837,0.19997326266174176,0.1594163686932094,0.18000123845785443,0.09784223157808256,0.286737716787948,0.2799668898174241,0.14332926624249526,0.2232396404894178,0.11703455197001292,0.11498499132448596,0.1646694462023798,0.14898207882827708,0.10775843097809541,0.0,0.27285313636533787,0.21273173206278878,0.3347449184112093,0.0,0.0,0.23901704016778683,0.0,0.0,0.0,0.25401378175227557,0.5238458387406649,0.2292383415405448,0.0,0.2106694096125204,0.22366458983277346,0.17130047064365309,0.0,0.0,0.0,0.5237936829320977,0.0,0.16254252446026674,0.0,0.0,0.21785610888409346,0.387530841815648,0.20930938555995054,0.0,0.0
dietary,0.0,0.0,0.07650304080526289,0.04941427150132751,0.05022603901006235,0.15315214870023847,0.0,0.2816629318861956,0.31224577705157847,0.2305892717357183,0.06558737375520998,0.0,0.04782260191998366,0.07126084017171776,0.22608212913169048,0.06160227772668689,0.35430358902351056,0.3786717424090732,0.12053933534129214,0.2614720736181075,0.07441849298484277,0.1527186804104403,0.03651051548928434,0.05707462170632393,0.2759845797326456,0.1712856714051158,0.2684797757027009,0.17419107223720645,0.32121490363481636,0.2715656388276527,0.21107518053649152,0.05105519238907507,0.028880848721027905,0.12126141740398405,0.41208203124257664,0.2703788161421583,0.320695512308799,0.532396331399444,0.39017889875179457,0.28496123654879746,0.22723330547295215,0.0,0.050446952453284774,0.36064649287756256,0.06761094884006288,0.33922368259191227,0.1584675169132662,0.12968147868211194,0.34374040422101115,0.06809234778016947,0.1480502538156168,0.08135212499296862,0.22694609125676332,0.18434722735296677,0.18096198395345156,0.09487026886965805,0.3044822724605823,0.18687753421550554,0.16907449545625622,0.08152748971362075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4781625336207047,0.0,0.0,0.0,0.0,0.0,0.19814497905034775,0.0,0.18446376590692118,0.0,0.0,0.0,0.0,0.0,0.0,0.3240249219175799
hydrated,0.0,0.13482901266441444,0.0,0.03144192268325326,0.0,0.14617430972581388,0.0,0.07680855745316652,0.05418534481461025,0.06877602581852943,0.25039646304046537,0.0,0.1369311998089213,0.04534272708973611,0.0,0.17638675984613816,0.11272033072648942,0.0,0.03834912816624067,0.04991180365155992,0.13317726769442204,0.10203241362580351,0.2439292958845719,0.027237108658243928,0.0,0.09341808128546876,0.013486707318160818,0.06465459338795917,0.12263195054315291,0.0,0.15828865041688941,0.09745808424795616,0.19295496102038917,0.016533795347428874,0.0524409283870105,0.05529856208279405,0.03710110900251916,0.0,0.018620088480199363,0.0,0.07229340638512388,0.1748026307293589,0.02888910870090211,0.024586778852090485,0.021510164587912006,0.02023550929024778,0.0,0.0,0.03453464018301794,0.06498995945435815,0.1413048647367468,0.20705493748530177,0.17328487267578135,0.04139955160987931,0.06908683506043008,0.0,0.04151565838136035,0.059454372224055634,0.32274242151093013,0.03890648820047651,0.2568686995186234,0.0,0.2304221919781921,0.0,0.0,0.0,0.2588933478873074,0.20205935044011988,0.0,0.39543059002081143,0.5502743931662618,0.18913603101714935,0.24830146697450498,0.3790069325776952,0.2281883698071941,0.2422642102211599,0.1855455674142507,0.0,0.0,0.518293520460592,0.0,0.0,0.1760593232266309,0.0,0.0,0.23597270448630614,0.41975734021645444,0.0,0.44564816841909016,0.0
hydration,0.0,0.139616844397878,0.21422926100241282,0.048837656748596324,0.09927990349707519,0.07568250872960143,0.0,0.19884014950579246,0.16832846372144702,0.1281929216083322,0.19446610559134447,0.0,0.0,0.046952865318533744,0.22344397851193065,0.12176688244677701,0.05836153719633101,0.074850604953957,0.03971092092253701,0.1033683832037211,0.11951891926751154,0.19621758949979226,0.036084474565856464,0.16922585515853755,0.21214986940156266,0.16928694022760565,0.0977593795213965,0.22954458394641697,0.2920693174513933,0.18706439557998605,0.014900867563146698,0.16147017517814613,0.08563151496068129,0.017120916980040996,0.10860625312020718,0.30539859179838813,0.22090685859315273,0.0928559651854929,0.09640647604849109,0.1408180130395311,0.0374302869642253,0.0,0.21937646435978345,0.19094898842995967,0.11136999533320355,0.05238520063408433,0.08701020037865606,0.09612616988126473,0.19668538426692284,0.11777111272414673,0.14632265654660948,0.026800942558121564,0.26915743088356164,0.26793541320576525,0.1251952379716529,0.07501058274760047,0.0,0.12313124114080738,0.0,0.08057614606544514,0.0,0.0,0.0,0.37545724073390513,0.0,0.0,0.0,0.0,0.0,0.0,0.1424537137975866,0.19585232651876472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059633147667378504,0.39166565363849287,0.0,0.18231125964638825,0.0,0.0,0.0,0.0,0.23476599655356128,0.0,0.0
rest,0.0,0.027279910883403154,0.012311330834140006,0.015904085327259527,0.0,0.07393850299653701,0.049444223487900577,0.11655488093762607,0.0548165171767654,0.0,0.06332829505939586,0.0,0.0,0.16054813998156967,0.054573750104496374,0.0,0.057016670896714756,0.14625153873938984,0.0387958340032911,0.10098639222653275,0.0,0.08847508080024948,0.14101181768952137,0.08266313186997443,0.05921747127862225,0.0708796890781888,0.04093141748345749,0.24294294404689776,0.0,0.015891629393124183,0.0,0.00985933146217105,0.006971520601652939,0.0,0.026525890547779495,0.03729513442712984,0.0,0.045358109656773136,0.0,0.06878652183881293,0.10970326293305686,0.0,0.0,0.04974635078463308,0.0,0.1944765949290139,0.034002065044708395,0.0,0.017468456676457085,0.049310241186098315,0.21442625966958445,0.026183349427852973,0.13147752264018556,0.10470447496909863,0.052418689413192915,0.036641030340780645,0.04199924921679089,0.24058768121929439,0.32650185309247104,0.03935968638800627,0.259860807890243,0.29898580871616426,0.23310624095308446,0.0,0.0,0.0,0.2619090401651985,0.2044130178007166,0.0,0.2000183610924411,0.41751315546855094,0.1913391624334794,0.5023875616550103,0.3834217554735668,0.2308463983365005,0.0,0.0,0.2890029577064428,0.0,0.34955387247406483,0.19132011207936894,0.0,0.3562202639404473,0.27971007175033474,0.0,0.2387214080297521,0.21232342000197474,0.0,0.0,0.0
symptom diary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47873707686113826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3209128149944285,0.0,0.0,0.22589058471782109,0.0,0.0,0.0,0.0,0.08859398449707523,0.0,0.0,0.0,0.052720470187254884,0.0,0.04118899943674856,0.0,0.0,0.0,0.0,0.12687064311158527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4315136810517015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.0724469227755497,0.1956706416878596,0.09349993472699356,0.0402618520024302,0.12276979632718597,0.12478559245090823,0.0417233678743926,0.09835450598403339,0.046256762679644944,0.09393997776251987,0.18703790813779156,0.03232861109961428,0.0,0.0,0.046051904373668136,0.25096209187034546,0.09622671232278317,0.0,0.06547550916678029,0.042608540451711245,0.151587095173463,0.0,0.20823673982237248,0.0465033663842028,0.024985247663499535,0.09968604128095718,0.08059300818631103,0.13404285203572838,0.020937606109639677,0.02011515964413169,0.171980228018097,0.016639537829627366,0.15883824339969674,0.05645805892323996,0.022383797569228852,0.23603545124065628,0.0,0.012758437432431272,0.1907464131158213,0.11609062305055905,0.12343038339614404,0.09948328074181109,0.01644130468335019,0.06296747570635036,0.01836272486495028,0.12092206996195938,0.08607763869705974,0.05283105814901299,0.1031849536481534,0.027740204859132034,0.15078582631453077,0.17675796172702118,0.1849115581611752,0.09719003193830843,0.044233362516358954,0.04637914442864935,0.035440947433410024,0.0507548082538708,0.2755176634856377,0.16606779910188832,0.2192828063402526,0.0,0.5901181225436197,0.3095276240931394,0.0,0.30997315311159757,0.4420224026823174,0.17249334580208608,0.0,0.33756985438491977,0.2348781953908887,0.0,0.42393832022825667,0.3235493618093485,0.1947990790598489,0.0,0.15839591512254905,0.24387432687913838,0.21994010914923437,0.49161674119265886,0.16144493441202334,0.2560901231728509,0.15029773013158496,0.23603255139941315,0.24613133720964137,0.4028887673463286,0.0,0.0,0.0,0.2640096282911735
nausea,0.07490883700103283,0.13091293035270538,0.193354558116176,0.0416300429813096,0.16925573112728423,0.12902609589012282,0.04314122454752241,0.10169681988979638,0.04782867460775584,0.03642460341566863,0.055255396983587154,0.03342721217895665,0.0,0.040023414951463256,0.04761685474208304,0.207592291991163,0.04974835943594672,0.0,0.13540103722360652,0.0,0.11755378181129551,0.0,0.12303606087143018,0.12020914619334312,0.0,0.10307360383999128,0.07142721022342834,0.0,0.2056665873458945,0.006932906452080756,0.0,0.0860249393141059,0.16423593478526435,0.058376634524261894,0.011572225426138928,0.21151561820137976,0.01637432479335172,0.026383997370732173,0.21366411950949385,0.09002673846877574,0.12762483369296684,0.05143197651406231,0.042500045737796775,0.06510725636569599,0.03797346556912986,0.09823886439631649,0.04450137810938181,0.08193956979520184,0.04572489315129706,0.04302432190127375,0.06236395116714759,0.0685367274915137,0.19119528116903342,0.0913570675627597,0.060982019494209165,0.1278805737920847,0.036645312909652984,0.05247957418822246,0.42732058769892567,0.13736893402729328,0.22673454396623124,0.0,0.20339056769385386,0.3200460896364692,0.0,0.3205067587628352,0.2285216738322905,0.17835506919297464,0.0,0.17452062993016806,0.12142995022813322,0.0,0.21917236310268653,0.3345443184751029,0.2014188029276832,0.0,0.16377857516881164,0.0,0.22741418344699815,0.508323016659701,0.16693120719537605,0.26479265867181556,0.15540519509617903,0.24405348415548886,0.2544954500966846,0.2082899303825136,0.0,0.0,0.0,0.27298128691590556
vomiting,0.08891572874617484,0.16951832125975935,0.17850709521228006,0.016471423833775835,0.0,0.15315214870023847,0.05120802262078148,0.04023756169802795,0.0,0.04323548845044718,0.03279368687760499,0.0,0.0,0.0,0.0,0.24640911090674755,0.0,0.0,0.12053933534129214,0.0,0.0,0.0,0.14604206195713737,0.028537310853161964,0.0,0.02446938162930226,0.014130514510668468,0.0,0.12848596145392657,0.0,0.21107518053649152,0.010211038477815014,0.0,0.034646119258281156,0.013736067708085888,0.019312772581582736,0.0,0.01565871562939541,0.01950894493758973,0.07124030913719936,0.03787221757882536,0.0,0.03026817147197086,0.03864069566545313,0.022536982946687628,0.08480592064797807,0.035215003758503595,0.032420369670527985,0.0,0.034046173890084734,0.0370125634539042,0.21693899998124966,0.13616765475405798,0.11928350005191965,0.07238479358138063,0.09487026886965805,0.0,0.06229251140516851,0.33814899091251244,0.04076374485681038,0.2691306929302761,0.0,0.482843447331798,0.3798901762684941,0.0,0.3804369839980164,0.2712519907739807,0.211704941469711,0.0,0.20715351636374263,0.14413563136746252,0.0,0.5203089826645665,0.39709936859246714,0.23908126681035236,0.0,0.19440284947881753,0.2993124161273517,0.26993741536966237,0.060337222248061484,0.19814497905034775,0.0,0.0,0.0,0.0,0.24723719779811645,0.0,0.0,0.0,0.3240249219175799
bowel,0.08891572874617484,0.14126526771646614,0.07650304080526289,0.06588569533510334,0.05022603901006235,0.0,0.0,0.0,0.11354391892784672,0.18735378328527114,0.06558737375520998,0.0,0.09564520383996732,0.0,0.05652053228292262,0.12320455545337378,0.11810119634117018,0.0,0.20089889223548693,0.15688324417086447,0.18604623246210691,0.09163120824626417,0.18255257744642173,0.08561193255948589,0.0,0.12234690814651131,0.11304411608534774,0.03870912716382365,0.2055775383262825,0.041146308913280714,0.21107518053649152,0.0,0.10830318270385464,0.017323059629140578,0.2609852864536319,0.11587663548949642,0.06802632079277555,0.1252697250351633,0.214598394313487,0.21372092741159812,0.07574443515765072,0.12209805560166276,0.07062573343459867,0.03864069566545313,0.045073965893375256,0.010600740080997258,0.19368252067176975,0.1945222180231679,0.036183200444316964,0.06809234778016947,0.185062817269521,0.16270424998593724,0.22694609125676332,0.05421977275087257,0.05428859518603547,0.056922161321794826,0.0,0.0,0.0,0.04076374485681038,0.0,0.0,0.0,0.0,0.0,0.0,0.2712519907739807,0.211704941469711,0.0,0.20715351636374263,0.14413563136746252,0.0,0.0,0.0,0.0,0.0,0.0,0.2993124161273517,0.0,0.0,0.19814497905034775,0.0,0.18446376590692118,0.2896880296837225,0.30208249538863463,0.24723719779811645,0.0,0.0,0.0,0.0
dizziness,0.0,0.06609199956141545,0.029827094214792967,0.0,0.0,0.0,0.0,0.0,0.0,0.033713404692414954,0.0,0.0,0.0,0.0,0.0,0.0,0.1381362939199214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12022621335493533,0.0,0.4584964578250132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5709178940021338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4845915182823909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abdominal rigidity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11153468597005776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress,0.0,0.0,0.2302662687772417,0.11154889861097046,0.11338140101920914,0.0,0.0,0.0,0.16019788812471872,0.17893475130855893,0.037014606726435265,0.0,0.0,0.05362194627675505,0.19138609960777547,0.0,0.0,0.0,0.0,0.23610119864940565,0.18899324549568605,0.22408790116072103,0.08241966676446973,0.225472707457856,0.06922376194263168,0.11047547550576972,0.015949272169570063,0.40414573992156155,0.05800942542185236,0.325096142390963,0.11912147643583515,0.09220252054865609,0.07334581921147902,0.0,0.2790730005272629,0.1307912741691534,0.1096886866665464,0.22976421161008906,0.08807987064189497,0.040204872901678596,0.0,0.0,0.06832805762553112,0.13084257580101735,0.2543774854243972,0.011965175692862802,0.31798059665712003,0.0,0.32672311339650956,0.1921415151923521,0.1253295018608365,0.0,0.0,0.15911603013463022,0.061276153792699344,0.10708114965382715,0.0,0.28124105963076634,0.0,0.046010501661586274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16268752367628606,0.22367075703516723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06810330783522515,0.22364848764153408,0.0,0.20820634702664947,0.0,0.0,0.2790594323474104,0.49640167213178776,0.5362232770844259,0.0,0.0
breathing,0.0,0.0,0.031922105474749,0.06185666230595421,0.12574566171344426,0.0,0.0,0.0,0.10660049672834558,0.1262848464097606,0.04105105576433962,0.0,0.0,0.05946942846288313,0.0,0.0,0.0739193920910956,0.0,0.0,0.06546201843650924,0.1863137692825351,0.19117286474021508,0.0,0.10716880449304969,0.0,0.09189213340352131,0.0,0.3391919245326903,0.0,0.07210958618956195,0.037746198089072064,0.0894750681953973,0.0,0.0,0.034389550865197516,0.07252704221726074,0.036495076873393185,0.07840616529631185,0.0,0.0,0.0,0.15284204267511614,0.012629873951226956,0.03224688455953285,0.08463521779274967,0.013269980098073996,0.04408205422059386,0.12175121463584712,0.06794106063991974,0.1278567476850604,0.04633223498163578,0.0,0.0,0.12216991829737212,0.04530555239015692,0.023751673377145163,0.0,0.07797761102429272,0.0,0.051027954542769226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374678538929213,0.0,0.0,0.0,0.0,0.2309112839006941,0.0,0.0,0.3094909099946489,0.2752671786411272,0.2973492574487991,0.0,0.0
deepbreathing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relaxation,0.0,0.0,0.06840794249722079,0.08837109238597285,0.26946850365407826,0.0,0.0,0.0,0.22844109252556044,0.07732113067991876,0.0,0.0,0.0,0.03186022023084837,0.07580979687129959,0.0,0.0,0.0,0.0,0.07014139459721745,0.14972393063486128,0.020483834232867794,0.0,0.07655298531875304,0.041130254566237846,0.03282026506045836,0.01895296083516175,0.2076789406487192,0.0,0.0883018809548482,0.2628884923905638,0.027391700735347444,0.0,0.0,0.07369559066060252,0.0,0.02606921946467007,0.12601622842344476,0.0,0.0,0.0,0.1637675446368614,0.09472880543237908,0.03455196629194749,0.03022837949805638,0.0,0.0236165705976625,0.0869695149689089,0.16986117040392654,0.11416353591348401,0.14893251021139212,0.0,0.0,0.014544767335439997,0.04854409783781731,0.0508989956154918,0.0,0.0,0.0,0.10935110100659802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3316140345296717,0.2949439118724435,0.0,0.0,0.0
relax,0.0,0.0,0.033476816118027455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12029016403182666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026489980004203603,0.0,0.05917148594512967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7087283163586977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strenuous activity,0.0,0.0,0.0,0.02453143127398956,0.0,0.11404725688011398,0.0,0.11985423839364741,0.0,0.0,0.04884071249560491,0.0,0.0,0.0,0.0,0.09174629088680418,0.08794599090694469,0.1127936469616131,0.0598410607076915,0.0778837855034389,0.0,0.02274489352317444,0.05437630714514825,0.0,0.09134063965320091,0.03644305190698551,0.0,0.028825385779590568,0.0,0.0,0.24699807249527322,0.12166107371528205,0.0,0.0,0.0,0.0,0.014473404105291226,0.0,0.0,0.0,0.05640433468923494,0.0909223176425705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16537207089197142,0.12116038561072812,0.0,0.04845077058372769,0.0,0.02825868005349513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085205202128237,0.0,0.0,0.0,0.0,0.3560715652055474,0.0,0.0,0.445775789620776,0.0,0.08986220230740363,0.29510381038780203,0.0,0.0,0.0,0.0,0.0,0.0,0.3537728646300512,0.0,0.0
acupuncture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07181997507291457,0.0,0.0,0.0,0.0,0.0,0.0,0.11383153506332336,0.0,0.0,0.0,0.0691392433905725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443128770111163,0.0,0.04553120942860634,0.0,0.2794490411155401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
